molecule_id,smiles,cluster_id,cluster_size,cluster_members,tanimoto_similarities
CHEMBL_001280,CCO,12,32,"['CHEMBL_000040', 'CHEMBL_000080', 'CHEMBL_000120', 'CHEMBL_000160', 'CHEMBL_000200', 'CHEMBL_000240', 'CHEMBL_000320', 'CHEMBL_000360', 'CHEMBL_000400', 'CHEMBL_000440', 'CHEMBL_000480', 'CHEMBL_000520', 'CHEMBL_000600', 'CHEMBL_000640', 'CHEMBL_000680', 'CHEMBL_000720', 'CHEMBL_000760', 'CHEMBL_000800', 'CHEMBL_000880', 'CHEMBL_000920', 'CHEMBL_000960', 'CHEMBL_001000', 'CHEMBL_001040', 'CHEMBL_001080', 'CHEMBL_001160', 'CHEMBL_001200', 'CHEMBL_001240', 'CHEMBL_001280', 'CHEMBL_001320', 'CHEMBL_001360', 'CHEMBL_001440', 'CHEMBL_001480']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001281,CCC(C)O,32,5,"['CHEMBL_000161', 'CHEMBL_000441', 'CHEMBL_000721', 'CHEMBL_001001', 'CHEMBL_001281']","[1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001282,CCCO,22,38,"['CHEMBL_000000', 'CHEMBL_000002', 'CHEMBL_000082', 'CHEMBL_000122', 'CHEMBL_000162', 'CHEMBL_000202', 'CHEMBL_000242', 'CHEMBL_000280', 'CHEMBL_000282', 'CHEMBL_000362', 'CHEMBL_000402', 'CHEMBL_000442', 'CHEMBL_000482', 'CHEMBL_000522', 'CHEMBL_000560', 'CHEMBL_000562', 'CHEMBL_000642', 'CHEMBL_000682', 'CHEMBL_000722', 'CHEMBL_000762', 'CHEMBL_000802', 'CHEMBL_000840', 'CHEMBL_000842', 'CHEMBL_000922', 'CHEMBL_000962', 'CHEMBL_001002', 'CHEMBL_001042', 'CHEMBL_001082', 'CHEMBL_001120', 'CHEMBL_001122', 'CHEMBL_001202', 'CHEMBL_001242', 'CHEMBL_001282', 'CHEMBL_001322', 'CHEMBL_001362', 'CHEMBL_001400', 'CHEMBL_001402', 'CHEMBL_001482']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001283,CC(C)(C)O,17,33,"['CHEMBL_000003', 'CHEMBL_000043', 'CHEMBL_000083', 'CHEMBL_000123', 'CHEMBL_000163', 'CHEMBL_000243', 'CHEMBL_000283', 'CHEMBL_000323', 'CHEMBL_000363', 'CHEMBL_000403', 'CHEMBL_000443', 'CHEMBL_000523', 'CHEMBL_000563', 'CHEMBL_000603', 'CHEMBL_000643', 'CHEMBL_000683', 'CHEMBL_000723', 'CHEMBL_000803', 'CHEMBL_000843', 'CHEMBL_000883', 'CHEMBL_000923', 'CHEMBL_000963', 'CHEMBL_001003', 'CHEMBL_001083', 'CHEMBL_001123', 'CHEMBL_001163', 'CHEMBL_001203', 'CHEMBL_001243', 'CHEMBL_001283', 'CHEMBL_001363', 'CHEMBL_001403', 'CHEMBL_001443', 'CHEMBL_001483']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001284,c1ccccc1,19,34,"['CHEMBL_000004', 'CHEMBL_000084', 'CHEMBL_000124', 'CHEMBL_000164', 'CHEMBL_000204', 'CHEMBL_000244', 'CHEMBL_000284', 'CHEMBL_000324', 'CHEMBL_000364', 'CHEMBL_000404', 'CHEMBL_000444', 'CHEMBL_000524', 'CHEMBL_000564', 'CHEMBL_000604', 'CHEMBL_000644', 'CHEMBL_000684', 'CHEMBL_000724', 'CHEMBL_000764', 'CHEMBL_000804', 'CHEMBL_000844', 'CHEMBL_000884', 'CHEMBL_000964', 'CHEMBL_001004', 'CHEMBL_001044', 'CHEMBL_001084', 'CHEMBL_001124', 'CHEMBL_001164', 'CHEMBL_001204', 'CHEMBL_001244', 'CHEMBL_001284', 'CHEMBL_001324', 'CHEMBL_001404', 'CHEMBL_001444', 'CHEMBL_001484']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001285,c1ccccc1O,3,72,"['CHEMBL_000005', 'CHEMBL_000014', 'CHEMBL_000045', 'CHEMBL_000054', 'CHEMBL_000085', 'CHEMBL_000094', 'CHEMBL_000125', 'CHEMBL_000134', 'CHEMBL_000174', 'CHEMBL_000205', 'CHEMBL_000214', 'CHEMBL_000245', 'CHEMBL_000254', 'CHEMBL_000285', 'CHEMBL_000294', 'CHEMBL_000325', 'CHEMBL_000334', 'CHEMBL_000365', 'CHEMBL_000374', 'CHEMBL_000405', 'CHEMBL_000414', 'CHEMBL_000445', 'CHEMBL_000454', 'CHEMBL_000485', 'CHEMBL_000494', 'CHEMBL_000525', 'CHEMBL_000534', 'CHEMBL_000565', 'CHEMBL_000574', 'CHEMBL_000614', 'CHEMBL_000645', 'CHEMBL_000654', 'CHEMBL_000685', 'CHEMBL_000694', 'CHEMBL_000725', 'CHEMBL_000734', 'CHEMBL_000765', 'CHEMBL_000774', 'CHEMBL_000805', 'CHEMBL_000814', 'CHEMBL_000845', 'CHEMBL_000854', 'CHEMBL_000885', 'CHEMBL_000894', 'CHEMBL_000925', 'CHEMBL_000934', 'CHEMBL_000965', 'CHEMBL_000974', 'CHEMBL_001005', 'CHEMBL_001014', 'CHEMBL_001054', 'CHEMBL_001085', 'CHEMBL_001094', 'CHEMBL_001125', 'CHEMBL_001134', 'CHEMBL_001165', 'CHEMBL_001174', 'CHEMBL_001205', 'CHEMBL_001214', 'CHEMBL_001245', 'CHEMBL_001254', 'CHEMBL_001285', 'CHEMBL_001294', 'CHEMBL_001325', 'CHEMBL_001334', 'CHEMBL_001365', 'CHEMBL_001374', 'CHEMBL_001405', 'CHEMBL_001414', 'CHEMBL_001445', 'CHEMBL_001454', 'CHEMBL_001494']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001286,CC(=O)O,20,33,"['CHEMBL_000006', 'CHEMBL_000046', 'CHEMBL_000086', 'CHEMBL_000166', 'CHEMBL_000206', 'CHEMBL_000246', 'CHEMBL_000286', 'CHEMBL_000326', 'CHEMBL_000366', 'CHEMBL_000446', 'CHEMBL_000486', 'CHEMBL_000526', 'CHEMBL_000566', 'CHEMBL_000606', 'CHEMBL_000646', 'CHEMBL_000726', 'CHEMBL_000766', 'CHEMBL_000806', 'CHEMBL_000846', 'CHEMBL_000886', 'CHEMBL_000926', 'CHEMBL_001006', 'CHEMBL_001046', 'CHEMBL_001086', 'CHEMBL_001126', 'CHEMBL_001166', 'CHEMBL_001206', 'CHEMBL_001286', 'CHEMBL_001326', 'CHEMBL_001366', 'CHEMBL_001406', 'CHEMBL_001446', 'CHEMBL_001486']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001287,CC(=O)Oc1ccc(cc1)CC(=O)O,31,2,"['CHEMBL_000407', 'CHEMBL_001287']","[1.00, 1.00]"
CHEMBL_001288,CCC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,44,5,"['CHEMBL_000168', 'CHEMBL_000448', 'CHEMBL_000728', 'CHEMBL_001008', 'CHEMBL_001288']","[1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001289,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,9,38,"['CHEMBL_000009', 'CHEMBL_000049', 'CHEMBL_000089', 'CHEMBL_000129', 'CHEMBL_000169', 'CHEMBL_000209', 'CHEMBL_000249', 'CHEMBL_000289', 'CHEMBL_000329', 'CHEMBL_000369', 'CHEMBL_000409', 'CHEMBL_000449', 'CHEMBL_000489', 'CHEMBL_000529', 'CHEMBL_000569', 'CHEMBL_000609', 'CHEMBL_000649', 'CHEMBL_000689', 'CHEMBL_000729', 'CHEMBL_000769', 'CHEMBL_000809', 'CHEMBL_000849', 'CHEMBL_000889', 'CHEMBL_000929', 'CHEMBL_000969', 'CHEMBL_001009', 'CHEMBL_001049', 'CHEMBL_001089', 'CHEMBL_001129', 'CHEMBL_001169', 'CHEMBL_001209', 'CHEMBL_001249', 'CHEMBL_001289', 'CHEMBL_001329', 'CHEMBL_001369', 'CHEMBL_001409', 'CHEMBL_001449', 'CHEMBL_001489']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001290,CCN(CC)CC,30,33,"['CHEMBL_000010', 'CHEMBL_000050', 'CHEMBL_000090', 'CHEMBL_000130', 'CHEMBL_000170', 'CHEMBL_000250', 'CHEMBL_000290', 'CHEMBL_000330', 'CHEMBL_000370', 'CHEMBL_000410', 'CHEMBL_000450', 'CHEMBL_000530', 'CHEMBL_000570', 'CHEMBL_000610', 'CHEMBL_000650', 'CHEMBL_000690', 'CHEMBL_000730', 'CHEMBL_000810', 'CHEMBL_000850', 'CHEMBL_000890', 'CHEMBL_000930', 'CHEMBL_000970', 'CHEMBL_001010', 'CHEMBL_001090', 'CHEMBL_001130', 'CHEMBL_001170', 'CHEMBL_001210', 'CHEMBL_001250', 'CHEMBL_001290', 'CHEMBL_001370', 'CHEMBL_001410', 'CHEMBL_001450', 'CHEMBL_001490']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001291,CC(C)C,26,32,"['CHEMBL_000011', 'CHEMBL_000051', 'CHEMBL_000131', 'CHEMBL_000171', 'CHEMBL_000211', 'CHEMBL_000251', 'CHEMBL_000291', 'CHEMBL_000331', 'CHEMBL_000411', 'CHEMBL_000451', 'CHEMBL_000491', 'CHEMBL_000531', 'CHEMBL_000571', 'CHEMBL_000611', 'CHEMBL_000691', 'CHEMBL_000731', 'CHEMBL_000771', 'CHEMBL_000811', 'CHEMBL_000851', 'CHEMBL_000891', 'CHEMBL_000971', 'CHEMBL_001011', 'CHEMBL_001051', 'CHEMBL_001091', 'CHEMBL_001131', 'CHEMBL_001171', 'CHEMBL_001251', 'CHEMBL_001291', 'CHEMBL_001331', 'CHEMBL_001371', 'CHEMBL_001411', 'CHEMBL_001451']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001292,CCCCC,10,38,"['CHEMBL_000012', 'CHEMBL_000052', 'CHEMBL_000092', 'CHEMBL_000132', 'CHEMBL_000172', 'CHEMBL_000212', 'CHEMBL_000217', 'CHEMBL_000292', 'CHEMBL_000332', 'CHEMBL_000372', 'CHEMBL_000412', 'CHEMBL_000452', 'CHEMBL_000492', 'CHEMBL_000497', 'CHEMBL_000572', 'CHEMBL_000612', 'CHEMBL_000652', 'CHEMBL_000692', 'CHEMBL_000732', 'CHEMBL_000772', 'CHEMBL_000777', 'CHEMBL_000852', 'CHEMBL_000892', 'CHEMBL_000932', 'CHEMBL_000972', 'CHEMBL_001012', 'CHEMBL_001052', 'CHEMBL_001057', 'CHEMBL_001132', 'CHEMBL_001172', 'CHEMBL_001212', 'CHEMBL_001252', 'CHEMBL_001292', 'CHEMBL_001332', 'CHEMBL_001337', 'CHEMBL_001412', 'CHEMBL_001452', 'CHEMBL_001492']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001293,c1ccc(cc1)C,16,75,"['CHEMBL_000013', 'CHEMBL_000030', 'CHEMBL_000044', 'CHEMBL_000053', 'CHEMBL_000070', 'CHEMBL_000093', 'CHEMBL_000133', 'CHEMBL_000150', 'CHEMBL_000173', 'CHEMBL_000190', 'CHEMBL_000213', 'CHEMBL_000230', 'CHEMBL_000253', 'CHEMBL_000270', 'CHEMBL_000293', 'CHEMBL_000310', 'CHEMBL_000333', 'CHEMBL_000350', 'CHEMBL_000373', 'CHEMBL_000390', 'CHEMBL_000413', 'CHEMBL_000430', 'CHEMBL_000453', 'CHEMBL_000470', 'CHEMBL_000484', 'CHEMBL_000493', 'CHEMBL_000510', 'CHEMBL_000533', 'CHEMBL_000573', 'CHEMBL_000590', 'CHEMBL_000613', 'CHEMBL_000630', 'CHEMBL_000653', 'CHEMBL_000670', 'CHEMBL_000693', 'CHEMBL_000710', 'CHEMBL_000733', 'CHEMBL_000750', 'CHEMBL_000773', 'CHEMBL_000790', 'CHEMBL_000813', 'CHEMBL_000830', 'CHEMBL_000853', 'CHEMBL_000870', 'CHEMBL_000893', 'CHEMBL_000910', 'CHEMBL_000924', 'CHEMBL_000933', 'CHEMBL_000950', 'CHEMBL_000973', 'CHEMBL_001013', 'CHEMBL_001030', 'CHEMBL_001053', 'CHEMBL_001070', 'CHEMBL_001093', 'CHEMBL_001110', 'CHEMBL_001133', 'CHEMBL_001150', 'CHEMBL_001173', 'CHEMBL_001190', 'CHEMBL_001213', 'CHEMBL_001230', 'CHEMBL_001253', 'CHEMBL_001270', 'CHEMBL_001293', 'CHEMBL_001310', 'CHEMBL_001333', 'CHEMBL_001350', 'CHEMBL_001364', 'CHEMBL_001373', 'CHEMBL_001390', 'CHEMBL_001413', 'CHEMBL_001453', 'CHEMBL_001470', 'CHEMBL_001493']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001294,c1ccc(cc1)O,3,72,"['CHEMBL_000005', 'CHEMBL_000014', 'CHEMBL_000045', 'CHEMBL_000054', 'CHEMBL_000085', 'CHEMBL_000094', 'CHEMBL_000125', 'CHEMBL_000134', 'CHEMBL_000174', 'CHEMBL_000205', 'CHEMBL_000214', 'CHEMBL_000245', 'CHEMBL_000254', 'CHEMBL_000285', 'CHEMBL_000294', 'CHEMBL_000325', 'CHEMBL_000334', 'CHEMBL_000365', 'CHEMBL_000374', 'CHEMBL_000405', 'CHEMBL_000414', 'CHEMBL_000445', 'CHEMBL_000454', 'CHEMBL_000485', 'CHEMBL_000494', 'CHEMBL_000525', 'CHEMBL_000534', 'CHEMBL_000565', 'CHEMBL_000574', 'CHEMBL_000614', 'CHEMBL_000645', 'CHEMBL_000654', 'CHEMBL_000685', 'CHEMBL_000694', 'CHEMBL_000725', 'CHEMBL_000734', 'CHEMBL_000765', 'CHEMBL_000774', 'CHEMBL_000805', 'CHEMBL_000814', 'CHEMBL_000845', 'CHEMBL_000854', 'CHEMBL_000885', 'CHEMBL_000894', 'CHEMBL_000925', 'CHEMBL_000934', 'CHEMBL_000965', 'CHEMBL_000974', 'CHEMBL_001005', 'CHEMBL_001014', 'CHEMBL_001054', 'CHEMBL_001085', 'CHEMBL_001094', 'CHEMBL_001125', 'CHEMBL_001134', 'CHEMBL_001165', 'CHEMBL_001174', 'CHEMBL_001205', 'CHEMBL_001214', 'CHEMBL_001245', 'CHEMBL_001254', 'CHEMBL_001285', 'CHEMBL_001294', 'CHEMBL_001325', 'CHEMBL_001334', 'CHEMBL_001365', 'CHEMBL_001374', 'CHEMBL_001405', 'CHEMBL_001414', 'CHEMBL_001445', 'CHEMBL_001454', 'CHEMBL_001494']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001295,CCCN,34,5,"['CHEMBL_000175', 'CHEMBL_000455', 'CHEMBL_000735', 'CHEMBL_001015', 'CHEMBL_001295']","[1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001296,CCC(=O)O,40,37,"['CHEMBL_000016', 'CHEMBL_000096', 'CHEMBL_000126', 'CHEMBL_000136', 'CHEMBL_000176', 'CHEMBL_000216', 'CHEMBL_000256', 'CHEMBL_000296', 'CHEMBL_000376', 'CHEMBL_000406', 'CHEMBL_000416', 'CHEMBL_000456', 'CHEMBL_000496', 'CHEMBL_000536', 'CHEMBL_000576', 'CHEMBL_000656', 'CHEMBL_000686', 'CHEMBL_000696', 'CHEMBL_000736', 'CHEMBL_000776', 'CHEMBL_000816', 'CHEMBL_000856', 'CHEMBL_000936', 'CHEMBL_000966', 'CHEMBL_000976', 'CHEMBL_001016', 'CHEMBL_001056', 'CHEMBL_001096', 'CHEMBL_001136', 'CHEMBL_001216', 'CHEMBL_001246', 'CHEMBL_001256', 'CHEMBL_001296', 'CHEMBL_001336', 'CHEMBL_001376', 'CHEMBL_001416', 'CHEMBL_001496']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001297,CCCC,6,33,"['CHEMBL_000017', 'CHEMBL_000057', 'CHEMBL_000097', 'CHEMBL_000137', 'CHEMBL_000177', 'CHEMBL_000257', 'CHEMBL_000297', 'CHEMBL_000337', 'CHEMBL_000377', 'CHEMBL_000417', 'CHEMBL_000457', 'CHEMBL_000537', 'CHEMBL_000577', 'CHEMBL_000617', 'CHEMBL_000657', 'CHEMBL_000697', 'CHEMBL_000737', 'CHEMBL_000817', 'CHEMBL_000857', 'CHEMBL_000897', 'CHEMBL_000937', 'CHEMBL_000977', 'CHEMBL_001017', 'CHEMBL_001097', 'CHEMBL_001137', 'CHEMBL_001177', 'CHEMBL_001217', 'CHEMBL_001257', 'CHEMBL_001297', 'CHEMBL_001377', 'CHEMBL_001417', 'CHEMBL_001457', 'CHEMBL_001497']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001298,c1ccc(cc1)N,5,38,"['CHEMBL_000018', 'CHEMBL_000058', 'CHEMBL_000098', 'CHEMBL_000138', 'CHEMBL_000178', 'CHEMBL_000218', 'CHEMBL_000258', 'CHEMBL_000298', 'CHEMBL_000338', 'CHEMBL_000378', 'CHEMBL_000418', 'CHEMBL_000458', 'CHEMBL_000498', 'CHEMBL_000538', 'CHEMBL_000578', 'CHEMBL_000618', 'CHEMBL_000658', 'CHEMBL_000698', 'CHEMBL_000738', 'CHEMBL_000778', 'CHEMBL_000818', 'CHEMBL_000858', 'CHEMBL_000898', 'CHEMBL_000938', 'CHEMBL_000978', 'CHEMBL_001018', 'CHEMBL_001058', 'CHEMBL_001098', 'CHEMBL_001138', 'CHEMBL_001178', 'CHEMBL_001218', 'CHEMBL_001258', 'CHEMBL_001298', 'CHEMBL_001338', 'CHEMBL_001378', 'CHEMBL_001418', 'CHEMBL_001458', 'CHEMBL_001498']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
CHEMBL_001299,CC(=O)C,14,33,"['CHEMBL_000019', 'CHEMBL_000059', 'CHEMBL_000099', 'CHEMBL_000139', 'CHEMBL_000179', 'CHEMBL_000219', 'CHEMBL_000299', 'CHEMBL_000339', 'CHEMBL_000379', 'CHEMBL_000419', 'CHEMBL_000459', 'CHEMBL_000499', 'CHEMBL_000579', 'CHEMBL_000619', 'CHEMBL_000659', 'CHEMBL_000699', 'CHEMBL_000739', 'CHEMBL_000779', 'CHEMBL_000859', 'CHEMBL_000899', 'CHEMBL_000939', 'CHEMBL_000979', 'CHEMBL_001019', 'CHEMBL_001059', 'CHEMBL_001139', 'CHEMBL_001179', 'CHEMBL_001219', 'CHEMBL_001259', 'CHEMBL_001299', 'CHEMBL_001339', 'CHEMBL_001419', 'CHEMBL_001459', 'CHEMBL_001499']","[1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00]"
